RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,State Senate District,State Representative District,EBF Tier,% EBF Capacity to Meet Expectations,# School Enrollment,$ Site-Level Per-Pupil Expenditures - Federal,$ Site-level Per-Pupil Expenditures - State/Local,$ Site-level PEr-Pupil Expenditures - Subtotal,$ District Centralized Per-Pupil Expenditure - Federal,$ District Centralized Per-Pupil Expenditure - State/Local,$ District Centralized Per-Pupil Expenditure - Subtotal,$ Total Per-Pupil Expenditures - Federal,$ Total Per-Pupil Expenditures - State/Local,$ Total Per-Pupil Expenditures - Subtotal,$ Exclusions,$ Total Expenditures,$ Local Property Taxes 2017-18,% Local Property Taxes 2017-18,$ Other Local Funding 2017-18,% Other Local Funding 2017-18,$ General State Aid 2017-18,% General State Aid 2017-18,$ Other State Funding 2017-18,% Other State Funding 2017-18,$ Federal Funding 2017-18,% Federal Funding 2017-18,$ Total Revenue Source 2017-18,$ EAV per Pupil 2017-18,$ Total School Tax Rate per $100 2017-18,$ Instructional Expenditure per Pupil 2017-18,$ Operating Expenditures 2017-18,$ Instruction 2017-18,% Instruction 2017-18,$ General Admin 2017-18,% General Admin 2017-18,$ Supporting Services 2017-18,% Supporting Services 2017-18,$ Other Expenditures 2017-18,% Other Expenditures 2017-18,$ Education Fund 2017-18,% Education Fund 2017-18,$ Operations/B/M 2017-18,% Operations/B/M 2017-18,$ Transportation 2017-18,% Transportation 2017-18,$ Debt Service 2017-18,% Debt Service 2017-18,$ Tort 2017-18,% Tort 2017-18,$ Munic. Ret. / Soc. Security 2017-18,% Munic. Ret. / Soc. Security 2017-18,$ Fire Prev. & Safety 2017-18,% Fire Prev. & Safety 2017-18,$ Capital Projects Fund 2017-18,% Capital Projects Fund 2017-18,$ Total Expenditures 2017-18
340490750020000,District,,Mundelein ESD 75,Mundelein,Lake,ELEMENTARY,MEDIUM,,,,,,,,1,64.2,1699.6,137.4835193,8467.611198,8605.094717,230.6798804,3423.605516,3654.285396,368.1633997,11891.21671,12259.38011,3345005.55,24181047.99,15976761,68.3,1562224,6.7,3920565,16.8,1050502,4.5,892959,3.8,23403011,208255.55,4.91,6531.95,11385.78,10162995,46.9,809643,3.7,7259280,33.5,3457552,15.9,16552196,76.3,1792814,8.3,919123,4.2,1614622,7.4,0,0,471929,2.2,0,0,338786,1.6,21689470
340490750021004,School,Carl Sandburg Middle School,Mundelein ESD 75,Mundelein,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,30,59,1,64.2,549.5,168.9977,7898.1504,8067.1481,243.8206,3618.6318,3862.4524,412.8183,11516.7822,11929.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490750022003,School,Mechanics Grove Elem School,Mundelein ESD 75,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,26,51,1,64.2,540.5,94.9807,7506.9911,7601.9718,243.8206,3618.6318,3862.4524,338.8013,11125.6229,11464.4242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490750022005,School,Washington Elem School,Mundelein ESD 75,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, K 1 2,Commendable,All Students,Targeted Assistance Title I Program,30,59,1,64.2,518,116.0787,7997.5477,8113.6264,243.8206,3618.6318,3862.4524,359.8993,11616.1795,11976.0788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490750023002,School,Lincoln Elem School,Mundelein ESD 75,Mundelein,Lake,ELEMENTARY,MEDIUM,PreK,PK,,,,30,59,1,64.2,63.6,461.2723,17721.9871,18183.2594,0,0,0,461.2723,17721.9871,18183.2594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490760020000,District,,Diamond Lake SD 76,Mundelein,Lake,ELEMENTARY,MEDIUM,,,,,,,,2,81,931,189.6903974,9585.632954,9775.323351,342.9393,6350.9619,6693.9012,532.6296974,15936.59485,16469.22455,6722559.22,22055407.28,13571804,75.5,415087,2.3,1825682,10.2,1242598,6.9,912044,5.1,17967215,300575.46,4.68,9337.17,15164.99,8453032,48.9,638266,3.7,5104294,29.5,3098031,17.9,12102107,70,1647726,9.5,1075657,6.2,1336557,7.7,48756,0.3,352621,2,0,0,730199,4.2,17293623
340490760021003,School,West Oak Middle School,Diamond Lake SD 76,Mundelein,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,26,51,2,81,419,175.28,8522.08,8697.36,342.9393,6350.9619,6693.9012,518.2193,14873.0419,15391.2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490760022003,School,West Oak Intermediate School,Diamond Lake SD 76,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, 2 3 4,Commendable,All Students,Schoolwide Title I Program,26,51,2,81,292,181.52,10207.38,10388.9,342.9393,6350.9619,6693.9012,524.4593,16558.3419,17082.8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490760022004,School,Diamond Lake School,Diamond Lake SD 76,Mundelein,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1,Commendable,All Students,Schoolwide Title I Program,30,59,2,81,220,227.98,10785.99,11013.97,342.9393,6350.9619,6693.9012,570.9193,17136.9519,17707.8712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490790020000,District,,Fremont SD 79,Mundelein,Lake,ELEMENTARY,LARGE,,,,,,,,3,97,2111.165,0,7291.000553,7291.000553,549.568571,5346.617978,5896.186549,549.568571,12637.61853,13187.1871,7114821.81,34955149.67,29023534,86.1,2071159,6.1,875060,2.6,1165151,3.5,590590,1.8,33725494,402053.18,3.3,7280.63,13434.32,14614114,45.2,1091079,3.4,10403628,32.2,6218066,19.2,22567433,69.8,2364691,7.3,2440993,7.6,3043150,9.4,0,0,789651,2.4,0,0,1120969,3.5,32326887
340490790021001,School,Fremont Jr High/Middle School,Fremont SD 79,Mundelein,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,26,51,3,97,762,0,6793.42,6793.42,549.51,5346.07,5895.58,549.51,12139.49,12689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490790022001,School,Fremont Elem School,Fremont SD 79,Mundelein,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K 1 2,Commendable,All Students,Targeted Assistance Title I Program,26,51,3,97,610.045,0,9276.62,9276.62,549.64,5347.3,5896.94,549.64,14623.92,15173.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490790022002,School,Fremont Intermediate School,Fremont SD 79,Mundelein,Lake,ELEMENTARY,LARGE,ELEMENTARY, 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,26,51,3,97,739.12,0,6165.12,6165.12,549.57,5346.62,5896.19,549.57,11511.74,12061.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950260000,District,,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,,,,,,,,4,106.1,5564.65,209.7754454,9703.076582,9912.852027,83.37830852,4796.122987,4879.501295,293.1537539,14499.19957,14792.35332,17392536.24,99706805.16,80159173,84.8,5842624,6.2,3953398,4.2,2292476,2.4,2280066,2.4,94527737,297789.67,5.02,8662.67,15093.33,46001307,45.6,1901470,1.9,30448446,30.2,22428914,22.3,68397004,67.9,12445683,12.3,8073039,8,8386840,8.3,0,0,1948038,1.9,0,0,1529533,1.5,100780137
340490950260001,School,Lake Zurich High School,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,26,51,4,106.1,1828.75,140.61,9980.18,10120.79,75.72,4890.39,4966.11,216.33,14870.57,15086.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950261002,School,Lake Zurich Middle - N Campus,Lake Zurich CUSD 95,Hawthorn Woods,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,26,51,4,106.1,703.5,132.11,10088.25,10220.36,83.81,4803.68,4887.49,215.92,14891.93,15107.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950261003,School,Lake Zurich Middle - S Campus,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,26,51,4,106.1,592,137.04,11430.93,11567.97,90.97,5254.9,5345.87,228.01,16685.83,16913.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950262003,School,Seth Paine Elem School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,26,51,4,106.1,384.55,336.3,9892.79,10229.09,89.45,4644.66,4734.11,425.75,14537.45,14963.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950262005,School,May Whitney Elem School,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,26,51,4,106.1,547.15,446.83,9406.8,9853.63,98.26,5141.04,5239.3,545.09,14547.84,15092.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950262006,School,Sarah Adams Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,26,51,4,106.1,360.1,572.06,11036.51,11608.57,102.99,4312.7,4415.69,675.05,15349.21,16024.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950262007,School,Isaac Fox Elementary School,Lake Zurich CUSD 95,Lake Zurich,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,26,51,4,106.1,582.6,174.64,7567.61,7742.25,72.64,4287.53,4360.17,247.28,11855.14,12102.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490950262008,School,Spencer Loomis Elementary School,Lake Zurich CUSD 95,Hawthorn Woods,Lake,UNIT,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,26,51,4,106.1,566,96.41,8029.04,8125.45,79.71,4602.85,4682.56,176.12,12631.89,12808.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960040000,District,,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,ELEMENTARY,LARGE,,,,,,,,4,118.8,3316.5,153.5917292,7833.160425,7986.752154,109.4976119,7314.332088,7423.8297,263.0893412,15147.49251,15410.58185,22473732.49,73582927.21,52021466,84.2,2847461,4.6,2472496,4,3591810,5.8,878768,1.4,61812001,417893.43,3.69,9049.16,15450.85,27724376,49,1305676,2.3,20618393,36.4,6988144,12.3,40833690,72.1,4325605,7.6,3662511,6.5,484979,0.9,265071,0.5,1713728,3,0,0,5351005,9.4,56636589
340490960041002,School,Twin Groves Middle School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Exemplary,All Students,,30,59,4,118.8,595.5,0,8173.705827,8173.705827,109.4976119,7314.332088,7423.8297,109.4976119,15488.03792,15597.53553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960041003,School,Woodlawn Middle School,Kildeer Countryside CCSD 96,Long Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,26,51,4,118.8,619,0,8230.589402,8230.589402,109.4976119,7314.332088,7423.8297,109.4976119,15544.92149,15654.4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960042002,School,Willow Grove Early Learning Center,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K,,,,30,59,4,118.8,320.5,97.47669267,7020.610733,7118.087426,109.4976119,7314.332088,7423.8297,206.9743046,14334.94282,14541.91713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960042003,School,Kildeer Countryside Elem School,Kildeer Countryside CCSD 96,Long Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, 1 2 3 4 5,Exemplary,All Students,,26,51,4,118.8,519,0,7546.029229,7546.029229,109.4976119,7314.332088,7423.8297,109.4976119,14860.36132,14969.85893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960042004,School,Prairie Elementary School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, 1 2 3 4 5,Exemplary,All Students,,30,59,4,118.8,419.5,0,7547.984505,7547.984505,109.4976119,7314.332088,7423.8297,109.4976119,14862.31659,14971.81421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960042005,School,Country Meadows Elem School,Kildeer Countryside CCSD 96,Long Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,26,51,4,118.8,380.5,329.2924573,7823.214034,8152.506491,109.4976119,7314.332088,7423.8297,438.7900692,15137.54612,15576.33619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340490960042006,School,Ivy Hall Elementary School,Kildeer Countryside CCSD 96,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, 1 2 3 4 5,Exemplary,All Students,,30,59,4,118.8,462.5,762.9187243,8014.902789,8777.821514,109.4976119,7314.332088,7423.8297,872.4163363,15329.23488,16201.65121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491020040000,District,,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,LARGE,,,,,,,,4,106.6,2380.915,425.41,10757.04577,11182.45577,0,4458.78,4458.78,425.41,15215.82577,15641.23577,11215780,48456232.87,32570319,86.4,1481357,3.9,1761719,4.7,1268743,3.4,598041,1.6,37680179,400223.41,3.54,9522.34,14741.46,20733559,39.8,973237,1.9,14485265,27.8,15873998,30.5,28575436,54.9,3378534,6.5,1889060,3.6,736326,1.4,327692,0.6,1064674,2,0,0,16094337,30.9,52066059
340491020041002,School,Aptakisic Junior High School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,30,59,4,106.6,763.9,425.41,10173.51,10598.92,0,4458.78,4458.78,425.41,14632.29,15057.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491020042002,School,Earl Pritchett School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3,Commendable,All Students,,29,57,4,106.6,455.1,425.41,11202.19,11627.6,0,4458.78,4458.78,425.41,15660.97,16086.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491020042003,School,Tripp School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3,Commendable,All Students,Targeted Assistance Title I Program,30,59,4,106.6,544.515,425.41,9739.9,10165.31,0,4458.78,4458.78,425.41,14198.68,14624.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491020042005,School,Meridian School,Aptakisic-Tripp CCSD 102,Buffalo Grove,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK 4 5,Commendable,All Students,Targeted Assistance Title I Program,30,59,4,106.6,617.4,425.41,12047.99,12473.4,0,4458.78,4458.78,425.41,16506.77,16932.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491030020000,District,,Lincolnshire-Prairieview SD 103,Lincolnshire,Lake,ELEMENTARY,MEDIUM,,,,,,,,4,130.7,1834,0,5500.633179,5500.633179,44.77166848,10754.90121,10799.67287,44.77166848,16255.53438,16300.30605,2409379,32304140.3,30715290,84.6,2794169,7.7,1030274,2.8,1394614,3.8,363314,1,36297661,568691.01,2.88,9111.76,16096.24,15766801,40.2,1247872,3.2,11070682,28.2,11127646,28.4,24441377,62.3,2138605,5.5,1788960,4.6,1097007,2.8,0,0,1153360,2.9,0,0,8593692,21.9,39213001
340491030021001,School,Daniel Wright Jr High School,Lincolnshire-Prairieview SD 103,Lincolnshire,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 6 7 8,Exemplary,All Students,Targeted Assistance Title I Program,30,59,4,130.7,666.5,0,6282.869587,6282.869587,44.77166848,11270.83378,11315.60545,44.77166848,17553.70337,17598.47504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491030022002,School,Laura B Sprague School,Lincolnshire-Prairieview SD 103,Lincolnshire,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2,Commendable,All Students,Targeted Assistance Title I Program,30,59,4,130.7,538.5,0,5810.271142,5810.271142,44.77166848,10564.31265,10609.08432,44.77166848,16374.58379,16419.35546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491030022003,School,Half Day School,Lincolnshire-Prairieview SD 103,Lincolnshire,Lake,ELEMENTARY,MEDIUM,ELEMENTARY, 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,30,59,4,130.7,629,0,4406.673545,4406.673545,44.77166848,10371.37637,10416.14803,44.77166848,14778.04991,14822.82158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491060020000,District,,Bannockburn SD 106,Bannockburn,Lake,ELEMENTARY,SMALL,,,,,,,,4,261.7,150,541,22392,22933,18,9349,9367,559,31741,32300,373828,5218828,5699873,91.1,271884,4.3,140211,2.2,59775,1,84267,1.3,6256010,1355464.67,2.76,14850.93,26919.4,2303676,38.6,404518,6.8,1936490,32.4,1323431,22.2,3966711,66.5,550739,9.2,133203,2.2,0,0,0,0,116051,1.9,0,0,1201411,20.1,5968115
340491060022001,School,Bannockburn School,Bannockburn SD 106,Bannockburn,Lake,ELEMENTARY,SMALL,ELEMENTARY, K 1 2 3 4 5 6 7 8,Exemplary,All Students,Targeted Assistance Title I Program,29,58,4,261.7,150,541,22392,22933,18,9349,9367,559,31741,32300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090020000,District,,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,,,,,,,,4,144.8,2897,241.5633604,15625.79671,15867.36007,2656.536289,0,2656.536289,2898.09965,15625.79671,18523.89636,1266781,54930508.75,50629343,91.4,1839300,3.3,1472535,2.7,710426,1.3,730329,1.3,55381933,589584.85,3.07,10107.07,17650.47,28136453,51.3,1928884,3.5,18341554,33.4,6473826,11.8,42497189,77.4,5591702,10.2,1494036,2.7,1176862,2.1,0,0,1114167,2,1108382,2,1898379,3.5,54880717
340491090021005,School,Alan B Shepard Middle School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,29,58,4,144.8,498,290.82,17009.25,17300.07,3510.22,0,3510.22,3801.04,17009.25,20810.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090021006,School,Charles J Caruso Middle School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,144.8,481,205.1,17302.19,17507.29,3050.8,0,3050.8,3255.9,17302.19,20558.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090022003,School,Kipling Elem School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,29,58,4,144.8,467.5,205.98,14805.6,15011.58,2106.9,0,2106.9,2312.88,14805.6,17118.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090022006,School,Walden Elem School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Targeted Assistance Title I Program,29,58,4,144.8,481,222.87,14506.08,14728.95,2333.87,0,2333.87,2556.74,14506.08,17062.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090022007,School,Wilmot Elem School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,29,58,4,144.8,499,270.87,14710.66,14981.53,2210.45,0,2210.45,2481.32,14710.66,17191.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491090022008,School,South Park Elem School,Deerfield SD 109,Deerfield,Lake,ELEMENTARY,LARGE,ELEMENTARY,PK K 1 2 3 4 5,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,144.8,470.5,250.09,15377.92,15628.01,2699,0,2699,2949.09,15377.92,18327.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120020000,District,,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,,,,,,,,4,134.1,3907.43,89.33762089,10101.15959,10190.49721,430.399201,6899.632792,7330.031993,519.7368219,17000.79239,17520.52921,16863180,85323421.44,68145438,87.8,1486785,1.9,3356655,4.3,2282486,2.9,2325314,3,77596678,680464.09,2.86,10359.15,18507.38,36192898,46.8,1458128,1.9,28724166,37.2,10925532,14.1,56996208,73.7,9381865,12.1,3314067,4.3,0,0,0,0,1607696,2.1,0,0,6000888,7.8,77300724
340491120021001,School,Northwood Jr High School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,Schoolwide Title I Program,29,58,4,134.1,518.5,172,10559,10731,655,8584,9239,827,19143,19970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120021002,School,Edgewood Middle School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,MIDDLE SCHL, 6 7 8,Commendable,All Students,,29,58,4,134.1,801.68,0,8871,8871,325,6762,7087,325,15633,15958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022002,School,Braeside Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,29,58,4,134.1,267,0,11493,11493,325,6827,7152,325,18320,18645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022003,School,Indian Trail Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,29,58,4,134.1,428.5,0,10017,10017,325,7233,7558,325,17250,17575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022004,School,Ravinia Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,29,58,4,134.1,226,0,10595,10595,325,6416,6741,325,17011,17336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022005,School,Sherwood Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Commendable,All Students,,29,58,4,134.1,383.5,0,10285,10285,325,6416,6741,325,16701,17026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022006,School,Red Oak Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Schoolwide Title I Program,29,58,4,134.1,249.5,65,10545,10610,655,6455,7110,720,17000,17720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022007,School,Oak Terrace Elem School,North Shore SD 112,Highwood,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,Schoolwide Title I Program,29,58,4,134.1,480,387,10944,11331,655,6455,7110,1042,17399,18441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491120022008,School,Wayne Thomas Elem School,North Shore SD 112,Highland Park,Lake,ELEMENTARY,LARGE,ELEMENTARY, K 1 2 3 4 5,Exemplary,All Students,,29,58,4,134.1,328.25,0,10613,10613,325,6416,6741,325,17029,17354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491130170000,District,,Twp HSD 113,Highland Park,Lake,HIGH SCHOOL,LARGE,,,,,,,,4,168.8,3688,2.051523861,18546.26411,18548.31564,109.555244,5191.967541,5301.522785,111.6067679,23738.23165,23849.83842,12969852.2,100928056.3,92547651,90.8,3391697,3.3,1838163,1.8,2305573,2.3,1798056,1.8,101881140,1374969,2.19,15794.88,26685.99,48579218,49.3,2637814,2.7,30370336,30.8,16971068,17.2,74908523,76,8099358,8.2,2898697,2.9,7067691,7.2,140000,0.1,2619444,2.7,41608,0,2783115,2.8,98558436
340491130170001,School,Deerfield High School,Twp HSD 113,Deerfield,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,29,58,4,168.8,1665,0,19091.58,19091.58,116.39,5301,5417.39,116.39,24392.58,24508.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491130170002,School,Highland Park High School,Twp HSD 113,Highland Park,Lake,HIGH SCHOOL,LARGE,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,29,58,4,168.8,2023,3.74,18097.45,18101.19,103.93,5102.23,5206.16,107.67,23199.68,23307.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491140020000,District,,Fox Lake GSD 114,Spring Grove,Lake,ELEMENTARY,MEDIUM,,,,,,,,2,76.6,726.35,189.1334588,9511.051982,9700.18544,353.886,4823.8143,5177.7003,543.0194588,14334.86628,14877.88574,1732054.66,12538606.97,8380970,72.9,309378,2.7,1162776,10.1,927921,8.1,717115,6.2,11498160,289452.59,4.05,8011.07,15146.46,5520831,44,387359,3.1,4195272,33.4,2445606,19.5,8918304,71.1,863786,6.9,640821,5.1,1707303,13.6,0,0,418854,3.3,0,0,0,0,12549068
340491140021001,School,Stanton School,Fox Lake GSD 114,Fox Lake,Lake,ELEMENTARY,MEDIUM,MIDDLE SCHL, 5 6 7 8,Commendable,All Students,Schoolwide Title I Program,32,64,2,76.6,331,0,8273.055,8273.055,353.886,4823.8143,5177.7003,353.886,13096.8693,13450.7553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340491140022003,School,Lotus School,Fox Lake GSD 114,Spring Grove,Lake,ELEMENTARY,MEDIUM,ELEMENTARY,PK K 1 2 3 4,Commendable,All Students,Schoolwide Title I Program,32,64,2,76.6,395.35,347.4822,10547.5437,10895.0259,353.886,4823.8143,5177.7003,701.3682,15371.358,16072.7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
